g;g;g;g;g;g;g;g;g
30;1;29;30;30;29;1;0;0
13;3;28;22;28;13;3;-4812,36657;0,633430421
1;11;25;18,5;25;11;1;-3669,429372;0,570628277
25;3;3;15,5;25;3;3;-5843,990219;0,009781007
24;29;6;29,5;29;24;6;351,0035946;0,003594622
11;8;20;19,5;20;11;8;-215,8261562;0,173843829
5;16;24;22,5;24;16;5;-809,3454386;0,654561351
3;11;13;13,5;13;11;3;48,22432931;0,224329311
24;24;30;39;30;24;24;12646,12095;0,120946757
23;10;29;31;29;23;10;1870,768826;0,768825911
1;21;12;17;21;12;1;-1319,3938;0,606199802
4;16;25;22,5;25;16;4;-1425,989582;0,010417618
20;12;17;24,5;20;17;12;2088,174713;0,174713192
5;12;6;11,5;12;6;5;-60,61707422;0,382925776
2;30;11;21,5;30;11;2;-8069,786895;0,213105451
13;13;27;26,5;27;13;13;-469,0946483;0,905351701
8;10;5;11,5;10;8;5;115,7235053;0,723505337
1;12;11;12;12;11;1;0;0
23;4;22;24,5;23;22;4;380,5118366;0,511836626
14;6;4;12;14;6;4;-332,5537551;0,446244947
24;30;11;32,5;30;24;11;2604,588237;0,588236711
4;30;6;20;30;6;4;-10017,58454;0,415460801
13;4;11;14;13;11;4;112,2497216;0,249721603
3;13;21;18,5;21;13;3;-916,6852863;0,314713731
13;9;3;12,5;13;9;3;-58,77825119;0,221748814
19;22;27;34;27;22;19;7346,999388;0,999387505
29;29;28;43;29;29;28;19278,86926;0,869261448
22;2;15;19,5;22;15;2;-869,3764603;0,623539721
21;12;5;19;21;12;5;-854,3441929;0,655807066
30;8;28;33;30;28;8;2154,210992;0,210992452
24;21;16;30,5;24;21;16;4944,87006;0,870060382
8;14;8;15;14;8;8;189,776184;0,776183964
25;1;29;27,5;29;25;1;-521,1268964;0,873103565
6;5;15;13;15;6;5;-403,8217429;0,178257148
14;24;11;24,5;24;14;11;350,8133518;0,813351816
8;7;26;20,5;26;8;7;-4202,264666;0,735334333
25;19;4;24;25;19;4;-489,8979486;0,102051443
21;21;8;25;21;21;8;1360;0
29;13;28;35;29;28;13;5466,45772;0,457719584
3;11;10;12;11;10;3;62,35382907;0,353829072
18;22;10;25;22;18;10;1575;0
18;24;23;32,5;24;23;18;6675,014504;0,014504315
10;6;30;23;30;10;6;-7419,151367;0,848633435
16;6;9;15,5;16;9;6;-121,5549966;0,445003445
8;25;10;21,5;25;10;8;-2519,526225;0,473775005
10;3;15;14;15;10;3;-164,632925;0,367074982
10;29;13;26;29;13;10;-3181,788176;0,211823518
12;14;19;22,5;19;14;12;1481,724726;0,724726143
4;29;10;21,5;29;10;4;-6998,683958;0,316041681
30;10;8;24;30;10;8;-6584,228429;0,771571399
17;19;21;28,5;21;19;17;4374,265496;0,265496379
10;20;24;27;24;20;10;1855,026415;0,026414906
10;13;8;15,5;13;10;8;406,003531;0,003531004
17;22;6;22,5;22;17;6;215,2325232;0,232523245
13;29;19;30,5;29;19;13;1667,159179;0,159178532
16;8;19;21,5;19;16;8;860,7077166;0,707716613
22;7;7;18;22;7;7;-2053,438093;0,561907434
14;4;2;10;14;4;2;-607,1573108;0,842689248
24;8;16;24;24;16;8;0;0
20;21;9;25;21;20;9;1600;0
5;21;13;19,5;21;13;5;-624,2950962;0,704903761
3;28;3;17;28;3;3;-8889,415729;0,584271168
8;25;17;25;25;17;8;0;0
28;29;26;41,5;29;28;26;16849,98537;0,985366045
16;7;28;25,5;28;16;7;-2218,734991;0,265008854
10;22;13;22,5;22;13;10;281,6403541;0,640354109
14;8;11;16,5;14;11;8;474,7484943;0,748494271
8;14;4;13;14;8;4;-162,2498074;0,750192604
11;4;18;16,5;18;11;4;-418,8957302;0,104269761
29;17;13;29,5;29;17;13;560,1121191;0,112119078
27;4;7;19;27;7;4;-6276,814479;0,185521301
4;6;6;8;6;6;4;45,254834;0,254833996
19;4;17;20;19;17;4;214,6625258;0,66252584
27;14;30;35,5;30;27;14;5988,723356;0,723355582
2;19;11;16;19;11;2;-840;0
12;13;15;20;15;13;12;1252,198067;0,1980674
1;19;7;13,5;19;7;1;-1641,923593;0,076406791
12;2;12;13;12;12;2;39,66106403;0,66106403
7;7;8;11;8;7;7;159,1979899;0,197989937
20;3;1;12;20;3;1;-2743,568479;0,431520811
12;21;22;27,5;22;21;12;2905,856015;0,856014961
25;24;16;32,5;25;24;16;5996,610126;0,610126381
6;3;13;11;13;6;3;-265,3299832;0,670016772
5;1;28;17;28;5;1;-8707,999081;0,000918696
30;25;24;39,5;30;25;24;13419,05255;0,052546368
9;11;26;23;26;11;9;-2417,099088;0,90091225
12;23;2;18,5;23;12;2;-2075,848616;0,151383997
28;27;22;38,5;28;27;22;12362,36177;0,361765216
12;22;3;18,5;22;12;3;-1516,697474;0,302526355
25;13;13;25,5;25;13;13;394,5119117;0,511911655
25;26;24;37,5;26;25;24;11883,85258;0,852580222
20;16;11;23,5;20;16;11;1590,644953;0,644953215
24;22;15;30,5;24;22;15;4729,485521;0,485520547
12;7;15;17;15;12;7;412,3105626;0,310562562
21;7;1;14,5;21;7;1;-2506,065338;0,934662352
16;23;14;26,5;23;16;14;2364,777548;0,777548008
23;7;22;26;23;22;7;1162,576449;0,576449099
24;19;16;29,5;24;19;16;4234,44762;0,447620226
27;19;24;35;27;24;19;8329,840335;0,840334604
23;22;16;30,5;23;22;16;5105,027795;0,027795131
15;17;5;18,5;17;15;5;304,8449017;0,844901651
11;27;16;27;27;16;11;0;0
10;20;2;16;20;10;2;-1344;0
29;13;30;36;30;29;13;5796;0
10;6;7;11,5;10;7;6;125,8970003;0,897000312
21;28;12;30,5;28;21;12;2426,527748;0,527748463
26;2;14;21;26;14;2;-3047,412837;0,587162854
28;7;22;28,5;28;22;7;373,0304214;0,03042143
12;4;15;15,5;15;12;4;79,23220423;0,232204232
8;9;22;19,5;22;9;8;-1333,043906;0,956094239
19;9;27;27,5;27;19;9;412,3129784;0,312978437
2;13;3;9;13;3;2;-504;0
7;20;2;14,5;20;7;2;-1963,441504;0,558496144
13;3;20;18;20;13;3;-636,3961031;0,603896932
16;14;22;26;22;16;14;2447,529367;0,529366525
20;10;7;18,5;20;10;7;-630,6579711;0,34202886
12;27;4;21,5;27;12;4;-4239,782456;0,217544091
25;27;17;34,5;27;25;17;7323,732359;0,73235885
2;29;3;17;29;3;2;-10390,22618;0,773823443
3;29;8;20;29;8;3;-8210,841613;0,158386621
9;14;14;18,5;14;14;9;827,4361616;0,436161624
12;22;26;30;26;22;12;3154,881931;0,88193123
5;8;29;21;29;8;5;-7625,405956;0,594043593
25;23;8;28;25;23;8;1587,450787;0,450786639
12;2;24;19;24;12;2;-2593,544871;0,455128593
21;26;13;30;26;21;13;3352,062052;0,062051932
2;18;23;21,5;23;18;2;-474,6933467;0,306653262
1;6;20;13,5;20;6;1;-2238,986718;0,013281987
27;9;23;29,5;27;23;9;1809,331876;0,331875566
8;3;19;15;19;8;3;-1301,322404;0,677595674
19;16;29;32;29;19;16;3529,877052;0,877051683
20;10;8;19;20;10;8;-431,5309954;0,469004589
12;17;22;25,5;22;17;12;2028,106835;0,106835435
1;15;9;12,5;15;9;1;-355,7630993;0,236900716
19;7;23;24,5;23;19;7;714,6197907;0,619790737
20;25;18;31,5;25;20;18;5663,700016;0,700015642
10;8;30;24;30;10;8;-6584,228429;0,771571399
2;18;21;20,5;21;18;2;-104,7028907;0,29710934
11;15;22;24;22;15;11;1146,3612;0,361199623
5;12;26;21,5;26;12;5;-3270,689323;0,31067687
22;17;25;32;25;22;17;5939,696962;0,696961967
26;11;16;26,5;26;16;11;418,9034514;0,903451361
17;22;29;34;29;22;17;5947,570933;0,570932742
18;13;19;25;19;18;13;2520;0
1;5;11;8,5;11;5;1;-191,328109;0,67189095
29;8;8;22,5;29;8;8;-6482,471561;0,528439009
14;23;25;31;25;23;14;4543,29572;0,295720069
29;16;5;25;29;16;5;-3600;0
23;8;19;25;23;19;8;1020;0
8;1;17;13;17;8;1;-865,3323061;0,667693889
12;5;21;19;21;12;5;-854,3441929;0,655807066
8;14;24;23;24;14;8;-647,4372556;0,562744353
18;9;18;22,5;18;18;9;1296,731483;0,731483023
5;12;7;12;12;7;5;0;0
24;5;23;26;24;23;5;642,4764587;0,476458713
18;22;16;28;22;18;16;3809,881888;0,881887933
11;24;7;21;24;11;7;-1924,681792;0,318208119
9;18;12;19,5;18;12;9;521,6258762;0,625876167
1;10;15;13;15;10;1;-259,5996918;0,400308167
5;11;11;13,5;11;11;5;195,1937139;0,193713878
21;13;30;32;30;21;13;2364,565076;0,565076288
4;19;20;21,5;20;19;4;304,2906069;0,290606883
15;23;16;27;23;16;15;2743,568479;0,568479189
13;24;14;25,5;24;14;13;1088,852876;0,852876167
9;13;23;22,5;23;13;9;-304,1715824;0,828417563
22;23;10;27,5;23;22;10;2271,326662;0,326661818
4;14;19;18,5;19;14;4;-140,3254309;0,674569081
23;4;16;21,5;23;16;4;-669,4393351;0,560664856
1;24;1;13;24;1;1;-5711,19322;0,806779665
24;20;4;24;24;20;4;0;0
11;30;11;26;30;11;11;-4589,117562;0,882437766
29;20;20;34,5;29;20;20;6792,165218;0,165218217
20;10;3;16,5;20;10;3;-1247,547648;0,452352488
29;26;4;29,5;29;26;4;242,3757897;0,37578971
1;10;29;20;29;10;1;-7647,352483;0,647516951
1;16;12;14,5;16;12;1;-192,7742567;0,225743258
1;18;5;12;18;5;1;-1600,414946;0,585053806
4;29;19;26;29;19;4;-2355,747015;0,25298472
7;23;18;24;23;18;7;499,6959075;0,695907528
22;15;11;24;22;15;11;1146,3612;0,361199623
24;10;10;22;24;10;10;-1350,839739;0,160261171
9;24;27;30;27;24;9;2070,391267;0,39126737
5;23;21;24,5;23;21;5;506,7303971;0,730397068
20;20;14;27;20;20;14;3309,949093;0,949093264
2;13;2;8,5;13;2;2;-554,3048645;0,695135496
19;25;1;22,5;25;19;1;-892,3552272;0,644772771
2;2;24;14;24;2;2;-5387,986637;0,013363046
19;10;23;26;23;19;10;1713,270557;0,270556567
5;14;27;23;27;14;5;-3107,698827;0,301172893
20;30;9;29,5;30;20;9;-528,8816252;0,118374835
20;15;17;26;20;17;15;3028,817591;0,817591074
27;17;7;25,5;27;17;7;-1191,110364;0,889636332
23;25;21;34,5;25;23;21;8662,929133;0,929133039
23;1;21;22,5;23;21;1;-76,48759091;0,512409095
9;10;4;11,5;10;9;4;95,37651539;0,376515388
26;21;8;27,5;26;21;8;997,0239113;0,023911292
29;10;22;30,5;29;22;10;1443,490618;0,490617934
3;17;13;16,5;17;13;3;-95,96520365;0,034796345
3;20;1;12;20;3;1;-2743,568479;0,431520811
3;2;9;7;9;3;2;-105,8300524;0,169947557
10;18;17;22,5;18;17;10;1467,494477;0,494476672
9;4;27;20;27;9;4;-5509,671497;0,328503441
3;5;24;16;24;5;3;-4576;0
27;3;26;28;27;26;3;264,5751311;0,575131106
25;25;29;39,5;29;25;25;13874,70798;0,70798088
23;19;30;36;30;23;19;7956;0
22;22;17;30,5;22;22;17;5386,684501;0,68450107
4;26;16;23;26;16;4;-1913,536778;0,463222198
6;9;25;20;25;9;6;-3443,544685;0,45531465
23;15;28;33;28;23;15;5170,106382;0,106381884
9;3;27;19,5;27;9;3;-5737,884638;0,115362158
21;30;25;38;30;25;21;10898,68396;0,683957249
8;11;21;20;21;11;8;-482,9906831;0,00931686
2;1;10;6,5;10;2;1;-220,8512827;0,148717318
30;9;12;25,5;30;12;9;-5061,745631;0,254368705
13;2;9;12;13;9;2;-103,9230485;0,076951546
22;25;18;32,5;25;22;18;6509,689068;0,689067675
16;18;4;19;18;16;4;196,1504525;0,150452459
10;21;23;27;23;21;10;2120,030188;0,030188464
15;26;9;25;26;15;9;-800;0
10;16;10;18;16;10;10;543,058008;0,058007951
16;12;13;20,5;16;13;12;1298,881806;0,881805752
29;20;12;30,5;29;20;12;1609,171033;0,171033191
1;19;19;19,5;19;19;1;20,423447;0,423447003
14;30;28;36;30;28;14;6336;0
19;28;24;35,5;28;24;19;8479,245791;0,245790734
8;16;19;21,5;19;16;8;860,7077166;0,707716613
3;22;16;20,5;22;16;3;-534,8336847;0,166315279
23;14;29;33;29;23;14;4365,867611;0,867611369
9;11;7;13,5;11;9;7;268,6784062;0,678406162
23;30;8;30,5;30;23;8;465,9761679;0,976167913
4;2;14;10;14;4;2;-607,1573108;0,842689248
5;24;10;19,5;24;10;5;-2737,293884;0,706116493
11;10;22;21,5;22;11;10;-279,9473583;0,052641667
29;7;7;21,5;29;7;7;-7311,668583;0,331417458
20;17;30;33,5;30;20;17;4512,405923;0,405922669
18;28;17;31,5;28;18;17;3845,254526;0,25452567
5;21;8;17;21;8;5;-1781,18163;0,818369733
19;11;16;23;19;16;11;1611,399392;0,399391833
22;14;27;31,5;27;22;14;4198,841149;0,84114872
12;6;8;13;12;8;6;126,1942946;0,194294641
20;21;16;28,5;21;20;16;4254,148366;0,148366044
18;25;11;27;25;18;11;1496,491898;0,49189774
18;8;20;23;20;18;8;1079,062093;0,062092745
13;28;3;22;28;13;3;-4812,36657;0,633430421
30;11;8;24,5;30;11;8;-6064,059367;0,940632892
5;1;4;5;5;4;1;0;0
9;3;8;10;9;8;3;44,27188724;0,271887242
21;29;10;30;29;21;10;985,9006035;0,900603509
21;16;20;28,5;21;20;16;4254,148366;0,148366044
25;3;3;15,5;25;3;3;-5843,990219;0,009781007
21;15;13;24,5;21;15;13;1892,659688;0,659688193
4;10;9;11,5;10;9;4;95,37651539;0,376515388
25;2;11;19;25;11;2;-3556,861538;0,138462071
18;5;13;18;18;13;5;0;0
11;4;9;12;11;9;4;83,13843876;0,138438763
4;7;8;9,5;8;7;4;63,57051941;0,570519406
6;27;3;18;27;6;3;-6873,077913;0,922086867
17;13;8;19;17;13;8;575,3746605;0,374660547
6;19;25;25;25;19;6;0;0
7;8;29;22;29;8;7;-6894,911167;0,08883306
10;1;22;16,5;22;10;1;-2250,86639;0,133609516
14;12;30;28;30;14;12;-2370,593175;0,406825286
21;17;27;32,5;27;21;17;5588,997412;0,997411908
16;27;21;32;27;21;16;4978,03174;0,031739553
13;14;11;19;14;13;11;1046,135746;0,13574645
26;6;28;30;28;26;6;1051,62731;0,62731041
25;30;13;34;30;25;13;4408,199633;0,199632503
30;1;24;27,5;30;24;1;-1215,962758;0,037241653
21;24;14;29,5;24;21;14;3935,721157;0,721156718
11;2;15;14;15;11;2;-134,6996659;0,300334076
5;21;23;24,5;23;21;5;506,7303971;0,730397068
15;23;25;31,5;25;23;15;5116,482623;0,482622827
2;30;8;20;30;8;2;-9659,813663;0,186337201
17;10;12;19,5;17;12;10;786,5787022;0,578702157
29;1;5;17,5;29;5;1;-9922,265002;0,734997822
16;4;9;14,5;16;9;4;-329,8581726;0,141827352
23;25;4;26;25;23;4;336,5352879;0,535287897
1;1;23;12,5;23;1;1;-4909,53077;0,469229874
5;25;3;16,5;25;5;3;-5360,34209;0,657910141
20;6;22;24;22;20;6;705,4530459;0,453045922
12;17;16;22,5;17;16;12;1780,559965;0,559965029
1;27;25;26,5;27;25;1;-98,45196322;0,548036777
17;8;12;18,5;17;12;8;440,3315246;0,331524607
5;16;24;22,5;24;16;5;-809,3454386;0,654561351
27;25;15;33,5;27;25;15;5915,976147;0,976147132
4;7;16;13,5;16;7;4;-567,2099686;0,790031437
18;4;29;25,5;29;18;4;-2849,95405;0,045950206
19;6;28;26,5;28;19;6;-1187,214851;0,785149367
20;19;2;20,5;20;19;2;62,8217344;0,821734396
5;7;24;18;24;7;5;-3640,18571;0,814290452
8;26;21;27,5;26;21;8;997,0239113;0,023911292
13;18;2;16,5;18;13;2;-309,2212118;0,778788224
13;9;27;24,5;27;13;9;-2205,731216;0,268784436
5;14;7;13;14;7;5;-173,0664612;0,933538778
15;9;13;18,5;15;13;9;786,5751166;0,575116605
12;8;22;21;22;12;8;-536,1613563;0,83864369
20;28;29;38,5;29;28;20;11450,25075;0,250752235
26;6;1;16,5;26;6;1;-6280,389439;0,610560816
7;28;15;25;28;15;7;-2700;0
7;25;18;25;25;18;7;0;0
29;18;29;38;29;29;18;9986,350685;0,35068481
26;27;7;30;27;26;7;1511,714259;0,714258714
12;29;22;31,5;29;22;12;2599,282616;0,282615875
28;7;14;24,5;28;14;7;-3183,306341;0,693659446
15;21;2;19;21;15;2;-592,8102563;0,189743678
9;9;2;10;9;9;2;25,29822128;0,298221281
2;12;25;19,5;25;12;2;-3187,713688;0,28631231
6;6;30;21;30;6;6;-9279,715782;0,284217714
23;8;24;27,5;24;23;8;1610,577087;0,577087471
25;10;19;27;25;19;10;1413,353459;0,353458976
19;18;6;21,5;19;18;6;628,8672542;0,867254226
12;12;29;26,5;29;12;12;-2705,820296;0,179703572
19;12;28;29,5;28;19;12;1497,026936;0,026936444
8;16;23;23,5;23;16;8;281,7713917;0,771391712
11;5;9;12,5;11;9;5;139,2116475;0,211647546
6;20;24;25;24;20;6;475;0
12;29;8;24,5;29;12;8;-4593,984369;0,015630979
10;12;14;18;14;12;10;814,5870119;0,587011927
6;3;10;9,5;10;6;3;-35,06010464;0,939895358
30;18;28;38;30;28;18;9863,062405;0,06240475
8;10;15;16,5;15;10;8;336,6398414;0,639841392
11;23;15;24,5;23;15;11;952,2076692;0,207669215
12;8;8;14;12;8;8;269,3993318;0,399331848
29;5;18;26;29;18;5;-2569,905835;0,094165149
29;28;6;31,5;29;28;6;1252,285957;0,285956636
24;16;17;28,5;24;17;16;3453,367497;0,367497141
14;18;5;18,5;18;14;5;130,647815;0,647814993
19;22;27;34;27;22;19;7346,999388;0,999387505
10;29;28;33,5;29;28;10;3366,398069;0,398069293
5;16;7;14;16;7;5;-471,4488307;0,551169266
24;22;11;28,5;24;22;11;2732,664715;0,664715129
10;19;11;20;19;11;10;402,4922359;0,49223595
20;28;30;39;30;28;20;11746,84123;0,841234987
24;22;26;36;26;24;22;10080;0
27;29;9;32,5;29;27;9;2578,93429;0,934289646
1;4;27;16;27;4;1;-7920;0
9;5;14;14;14;9;5;0;0
28;10;27;32,5;28;27;10;3174,675949;0,67594926
26;19;14;29,5;26;19;14;3093,855669;0,85566865
27;8;11;23;27;11;8;-3452,998697;0,001303215
1;21;19;20,5;21;19;1;-66,21750382;0,782496177
14;25;9;24;25;14;9;-734,8469228;0,153077165
12;23;7;21;23;12;7;-1154,809075;0,190924871
16;30;28;37;30;28;16;8047,494828;0,494827585
3;27;16;23;27;16;3;-2685,665653;0,334346945
13;1;2;8;13;2;1;-593,9696962;0,030303803
3;3;6;6;6;3;3;0;0
29;16;17;31;29;17;16;2338,461032;0,461032389
24;4;7;17,5;24;7;4;-3854,38816;0,611840261
20;29;13;31;29;20;13;2204,834688;0,834687681
5;7;22;17;22;7;5;-2473,863375;0,136624629
10;1;25;18;25;10;1;-4038,993934;0,006065862
22;22;24;34;24;22;22;8396,570729;0,570728577
22;11;22;27,5;22;22;11;2617,433582;0,433581715
5;24;26;27,5;26;24;5;619,452726;0,45272595
2;18;30;25;30;18;2;-4025;0
29;19;19;33,5;29;19;19;5476,094345;0,094344826
17;4;1;11;17;4;1;-1392,982412;0,017588051
22;29;21;36;29;22;21;8820;0
2;18;11;15,5;18;11;2;-597,9324729;0,067527067
23;28;1;26;28;23;1;-764,852927;0,147072961
6;10;20;18;20;10;6;-814,5870119;0,412988073
14;25;15;27;25;15;14;1621,199556;0,199555884
1;7;5;6,5;7;5;1;-10,51672775;0,483272253
17;7;3;13,5;17;7;3;-877,6827935;0,317206539
28;27;27;41;28;27;27;16315,16056;0,160556979
25;12;4;20,5;25;12;4;-2857,539973;0,460027347
4;18;3;12,5;18;4;3;-1570,218996;0,781004028
24;25;5;27;25;24;5;685,8921198;0,892119797
9;14;26;24,5;26;14;9;-1208,357101;0,6428993
12;11;18;20,5;18;12;11;914,0279374;0,027937381
2;24;25;25,5;25;24;2;89,00188727;0,001887269
13;28;16;28,5;28;16;13;517,1709778;0,170977833
29;18;10;28,5;29;18;10;-518,5056126;0,494387386
21;13;22;28;22;21;13;3333,646652;0,646651941
24;25;10;29,5;25;24;10;2621,324717;0,324717283
14;17;26;28,5;26;17;14;2225,503498;0,503498158
11;2;22;17,5;22;11;2;-1896,603698;0,396302351
5;12;13;15;13;12;5;232,3790008;0,379000772
19;12;5;18;19;12;5;-330,9259736;0,074026405
26;15;30;35,5;30;26;15;6381,96374;0,963740079
10;27;3;20;27;10;3;-5321,841786;0,15821355
29;2;14;22,5;29;14;2;-5372,512102;0,487897728
23;29;7;29,5;29;23;7;397,1704117;0,17041171
15;22;28;32,5;28;22;15;4713,912773;0,912773144
23;12;17;26;23;17;12;1927,429376;0,429376138
16;1;17;17;17;16;1;0;0
10;25;20;27,5;25;20;10;1720,702017;0,702016529
4;17;23;22;23;17;4;-422,1374184;0,862581616
3;15;14;16;15;14;3;104;0
29;24;3;28;29;24;3;-529,1502622;0,849737787
5;9;22;18;22;9;5;-1985,555842;0,444158428
11;10;7;14;11;10;7;314,2992205;0,299220489
30;30;8;34;30;30;8;2425,675988;0,675988256
30;26;25;40,5;30;26;25;15018,15254;0,152537273
17;28;13;29;28;17;13;1033,951643;0,95164297
10;29;9;24;29;10;9;-5143,92846;0,071540155
28;22;12;31;28;22;12;2856,263118;0,263118132
1;5;1;3,5;5;1;1;-17,539019;0,460980999
3;9;2;7;9;3;2;-105,8300524;0,169947557
26;20;14;30;26;20;14;3505,424368;0,424368033
26;15;2;21,5;26;15;2;-2644,720075;0,279925316
19;7;15;20,5;19;15;7;504,2717599;0,27175988
6;11;9;13;11;9;6;201,9108714;0,910871426
17;2;8;13,5;17;8;2;-813,3836877;0,616312287
28;4;21;26,5;28;21;4;-955,5631725;0,43682754
27;18;29;37;29;27;18;9245,799046;0,799046053
20;7;22;24,5;22;20;7;974,4815328;0,481532823
17;17;28;31;28;17;17;3273,845445;0,845445344
27;2;10;19,5;27;10;2;-5506,050915;0,949084899
22;12;28;31;28;22;12;2856,263118;0,263118132
25;2;3;15;25;3;2;-6041,85402;0,145979916
18;28;5;25,5;28;18;5;-1940,998605;0,001394659
1;6;26;16,5;26;6;1;-6280,389439;0,610560816
8;23;23;27;23;23;8;1579,630337;0,630336503
21;26;28;37,5;28;26;21;11038,77862;0,778618961
3;25;23;25,5;25;23;3;142,0242882;0,024288196
11;27;18;28;27;18;11;899,5554458;0,555445762
2;4;10;8;10;4;2;-135,764502;0,235498012
20;22;1;21,5;22;20;1;-71,29094218;0,709057816
28;19;15;31;28;19;15;3207,032273;0,03227299
1;20;21;21;21;20;1;0;0
3;15;25;21,5;25;15;3;-1951,517092;0,482907854
26;15;10;25,5;26;15;10;-410,9236072;0,07639282
22;17;5;22;22;17;5;0;0
14;23;13;25;23;14;13;1320;0
23;24;22;34,5;24;23;22;8865,57075;0,570750187
23;21;26;35;26;23;21;8945,112632;0,112632047
9;6;20;17,5;20;9;6;-1022,29397;0,706030079
29;22;2;26,5;29;22;2;-1418,866529;0,133471195
25;22;9;28;25;22;9;1809,693897;0,693896768
27;9;19;27,5;27;19;9;412,3129784;0,312978437
4;29;14;23,5;29;14;4;-4939,179815;0,820185275
28;3;25;28;28;25;3;0;0
25;14;2;20,5;25;14;2;-2450,047641;0,952358563
10;10;18;19;18;10;10;353,0708144;0,070814427
21;27;20;34;27;21;20;7428,632714;0,632714033
18;6;2;13;18;6;2;-1388,137241;0,862758946
28;15;3;23;28;15;3;-3836,665219;0,33478135
25;24;30;39,5;30;25;24;13419,05255;0,052546368
8;7;10;12,5;10;8;7;218,7611604;0,76116043
23;9;21;26,5;23;21;9;1734,170202;0,170201872
2;21;5;14;21;5;2;-2828,692984;0,307015599
15;1;15;15,5;15;15;1;14,27163927;0,271639272
19;12;27;29;27;19;12;1830,956034;0,956034426
29;11;7;23,5;29;11;7;-5499,086838;0,913161743
5;29;1;17,5;29;5;1;-9922,265002;0,734997822
30;20;8;29;30;20;8;-1017,796149;0,203851452
27;28;28;41,5;28;28;27;17023,9207;0,920698856
27;25;24;38;27;25;24;12341,15683;0,156833944
29;23;21;36,5;29;23;21;9481,415137;0,415137405
30;3;24;28,5;30;24;3;-918,8960471;0,103952935
18;13;15;23;18;15;13;1918,332609;0,332609325
26;19;23;34;26;23;19;7696,856501;0,856501196
2;22;3;13,5;22;3;2;-3771,142552;0,857447876
17;2;16;17,5;17;16;2;48,63086404;0,630864042
5;24;28;28,5;28;24;5;282,2752563;0,275256288
7;8;19;17;19;8;7;-742,1590126;0,840987389
10;19;3;16;19;10;3;-936;0
5;8;6;9,5;8;6;5;72,81714041;0,81714041
1;6;17;12;17;6;1;-1143,153533;0,846467005
19;19;21;29,5;21;19;19;5089,891584;0,891583908
17;11;11;19,5;17;11;11;797,6184032;0,61840324
29;29;1;29,5;29;29;1;38,6986555;0,6986555
4;12;29;22,5;29;12;4;-5989,156246;0,843753995
12;22;16;25;22;16;12;1755;0
7;4;2;6,5;7;4;2;-14,34099238;0,659007618
29;25;30;42;30;29;25;17186,92433;0,924332178
15;22;29;33;29;22;15;4549,693616;0,693616058
18;6;21;22,5;21;18;6;528,2980116;0,298011602
14;4;26;22;26;14;4;-2701,679478;0,320522342
18;8;11;18,5;18;11;8;169,3582787;0,358278695
22;30;3;27,5;30;22;3;-1766,587404;0,412596363
14;5;21;20;21;14;5;-402,4922359;0,50776405
15;22;15;26;22;15;15;2467,925445;0,925444579
21;26;13;30;26;21;13;3352,062052;0,062051932
28;15;6;24,5;28;15;6;-3044,713411;0,286588558
19;3;25;23,5;25;19;3;-670,7977003;0,20229973
12;17;4;16,5;17;12;4;-114,2442901;0,755709935
26;9;30;32,5;30;26;9;2177,022452;0,022452299
21;22;27;35;27;22;21;8613,812164;0,812164193
28;25;20;36,5;28;25;20;9744,221387;0,221387331
10;20;6;18;20;10;6;-814,5870119;0,412988073
1;27;25;26,5;27;25;1;-98,45196322;0,548036777
29;10;7;23;29;10;7;-5985,197741;0,802258906
8;2;8;9;8;8;2;21;0
25;6;1;16;25;6;1;-5400;0
17;4;2;11,5;17;4;2;-1328,912781;0,087218931
18;21;14;26,5;21;18;14;3008,254432;0,25443182
30;28;14;36;30;28;14;6336;0
12;27;12;25,5;27;12;12;-1380,476081;0,523918738
20;21;29;35;29;21;20;7454,260527;0,260526706
12;18;11;20,5;18;12;11;914,0279374;0,027937381
17;22;27;33;27;22;17;6066,258155;0,258154744
17;26;12;27,5;26;17;12;1280,2023;0,202300298
22;5;25;26;25;22;5;428,3176391;0,317639142
26;30;17;36,5;30;26;17;8040,511905;0,511905054
25;7;21;26,5;25;21;7;828,1547495;0,154749466
11;5;10;13;11;10;5;173,0664612;0,066461222
9;25;29;31,5;29;25;9;2052,065223;0,065223059
29;1;13;21,5;29;13;1;-6059,730086;0,26991435
19;11;10;20;19;11;10;402,4922359;0,49223595
22;25;23;35;25;23;22;9229,084462;0,084461635
7;13;12;16;13;12;7;432;0
27;16;16;29,5;27;16;16;2474,677181;0,677180652
8;14;2;12;14;8;2;-277,1281292;0,871870789
6;11;30;23,5;30;11;6;-6892,794797;0,205202736
18;18;17;26,5;18;18;17;3533,331569;0,33156901
19;2;4;12,5;19;4;2;-2051,051607;0,948392821
29;10;25;32;29;25;10;2613,466663;0,466663265
28;23;26;38,5;28;26;23;12622,96491;0,964911781
10;6;7;11,5;10;7;6;125,8970003;0,897000312
30;16;5;25,5;30;16;5;-4425,47682;0,523179821
12;3;3;9;12;3;3;-324;0
20;10;19;24,5;20;19;10;1776,340623;0,340622688
29;18;29;38;29;29;18;9986,350685;0,35068481
30;2;10;21;30;10;2;-8619,824882;0,175117788
10;6;25;20,5;25;10;6;-3102,035371;0,964628617
19;30;4;26,5;30;19;4;-3040,428276;0,57172399
1;1;16;9;16;1;1;-1344;0
23;16;27;33;27;23;16;5859,453899;0,453899469
